program,rewrite_id,dataset,variant,run,relation,rule_kind,rule,rule_runtime_ms,rule_num_tuples,rule_source
3_unfolding,3,50nodes_0p02density,noopt,13,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.01,0,3_unfolding.dl [54:1-56:41]
3_unfolding,3,50nodes_0p02density,noopt,13,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.01,0,3_unfolding.dl [59:1-61:41]
3_unfolding,3,50nodes_0p02density,noopt,13,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.01,0,3_unfolding.dl [62:1-64:41]
3_unfolding,3,50nodes_0p02density,noopt,13,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.01,0,3_unfolding.dl [68:1-70:41]
3_unfolding,3,50nodes_0p02density,noopt,13,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.01,0,3_unfolding.dl [73:1-75:41]
3_unfolding,3,50nodes_0p02density,noopt,13,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.01,0,3_unfolding.dl [76:1-78:41]
3_unfolding,3,50nodes_0p02density,noopt,13,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.01,0,3_unfolding.dl [82:1-84:41]
3_unfolding,3,50nodes_0p02density,noopt,14,+disconnected0,non-recursive-rule,"+disconnected0() :- 
   edge(_,_).",0.004,1,3_unfolding.dl [6:1-6:23]
3_unfolding,3,50nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",0.026,0,3_unfolding.dl [16:1-19:16]
3_unfolding,3,50nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.037,23,3_unfolding.dl [31:1-33:41]
3_unfolding,3,50nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.03,0,3_unfolding.dl [34:1-36:41]
3_unfolding,3,50nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.033,0,3_unfolding.dl [40:1-42:41]
3_unfolding,3,50nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.032,0,3_unfolding.dl [45:1-47:41]
3_unfolding,3,50nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.034,0,3_unfolding.dl [48:1-50:41]
3_unfolding,3,50nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.032,0,3_unfolding.dl [54:1-56:41]
3_unfolding,3,50nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.031,0,3_unfolding.dl [59:1-61:41]
3_unfolding,3,50nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.03,0,3_unfolding.dl [62:1-64:41]
3_unfolding,3,50nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.03,0,3_unfolding.dl [68:1-70:41]
3_unfolding,3,50nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.031,0,3_unfolding.dl [73:1-75:41]
3_unfolding,3,50nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.03,0,3_unfolding.dl [76:1-78:41]
3_unfolding,3,50nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.03,0,3_unfolding.dl [82:1-84:41]
3_unfolding,3,50nodes_0p02density,noopt,15,+disconnected0,non-recursive-rule,"+disconnected0() :- 
   edge(_,_).",0.001,1,3_unfolding.dl [6:1-6:23]
3_unfolding,3,50nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",0.01,0,3_unfolding.dl [16:1-19:16]
3_unfolding,3,50nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.015,23,3_unfolding.dl [31:1-33:41]
3_unfolding,3,50nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.011,0,3_unfolding.dl [34:1-36:41]
3_unfolding,3,50nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.011,0,3_unfolding.dl [40:1-42:41]
3_unfolding,3,50nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.01,0,3_unfolding.dl [45:1-47:41]
3_unfolding,3,50nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.01,0,3_unfolding.dl [48:1-50:41]
3_unfolding,3,50nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.01,0,3_unfolding.dl [54:1-56:41]
3_unfolding,3,50nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.01,0,3_unfolding.dl [59:1-61:41]
3_unfolding,3,50nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.009,0,3_unfolding.dl [62:1-64:41]
3_unfolding,3,50nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.009,0,3_unfolding.dl [68:1-70:41]
3_unfolding,3,50nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.009,0,3_unfolding.dl [73:1-75:41]
3_unfolding,3,50nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.009,0,3_unfolding.dl [76:1-78:41]
3_unfolding,3,50nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.009,0,3_unfolding.dl [82:1-84:41]
3_unfolding,3,50nodes_0p02density,noopt,16,+disconnected0,non-recursive-rule,"+disconnected0() :- 
   edge(_,_).",0.002,1,3_unfolding.dl [6:1-6:23]
3_unfolding,3,50nodes_0p02density,noopt,16,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",0.01,0,3_unfolding.dl [16:1-19:16]
3_unfolding,3,50nodes_0p02density,noopt,16,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.016,23,3_unfolding.dl [31:1-33:41]
3_unfolding,3,50nodes_0p02density,noopt,16,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.011,0,3_unfolding.dl [34:1-36:41]
3_unfolding,3,50nodes_0p02density,noopt,16,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.011,0,3_unfolding.dl [40:1-42:41]
3_unfolding,3,50nodes_0p02density,noopt,16,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.011,0,3_unfolding.dl [45:1-47:41]
3_unfolding,3,50nodes_0p02density,noopt,16,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.01,0,3_unfolding.dl [48:1-50:41]
3_unfolding,3,50nodes_0p02density,noopt,16,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.01,0,3_unfolding.dl [54:1-56:41]
3_unfolding,3,50nodes_0p02density,noopt,16,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.01,0,3_unfolding.dl [59:1-61:41]
3_unfolding,3,50nodes_0p02density,noopt,16,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.01,0,3_unfolding.dl [62:1-64:41]
3_unfolding,3,50nodes_0p02density,noopt,16,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.01,0,3_unfolding.dl [68:1-70:41]
3_unfolding,3,50nodes_0p02density,noopt,16,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.009,0,3_unfolding.dl [73:1-75:41]
3_unfolding,3,50nodes_0p02density,noopt,16,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.009,0,3_unfolding.dl [76:1-78:41]
3_unfolding,3,50nodes_0p02density,noopt,16,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.009,0,3_unfolding.dl [82:1-84:41]
3_unfolding,3,50nodes_0p02density,noopt,17,+disconnected0,non-recursive-rule,"+disconnected0() :- 
   edge(_,_).",0.002,1,3_unfolding.dl [6:1-6:23]
3_unfolding,3,50nodes_0p02density,noopt,17,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",0.011,0,3_unfolding.dl [16:1-19:16]
3_unfolding,3,50nodes_0p02density,noopt,17,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.016,23,3_unfolding.dl [31:1-33:41]
3_unfolding,3,50nodes_0p02density,noopt,17,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.013,0,3_unfolding.dl [34:1-36:41]
3_unfolding,3,50nodes_0p02density,noopt,17,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.015,0,3_unfolding.dl [40:1-42:41]
3_unfolding,3,50nodes_0p02density,noopt,17,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.009,0,3_unfolding.dl [45:1-47:41]
3_unfolding,3,50nodes_0p02density,noopt,17,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.011,0,3_unfolding.dl [48:1-50:41]
3_unfolding,3,50nodes_0p02density,noopt,17,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.01,0,3_unfolding.dl [54:1-56:41]
3_unfolding,3,50nodes_0p02density,noopt,17,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.01,0,3_unfolding.dl [59:1-61:41]
3_unfolding,3,50nodes_0p02density,noopt,17,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.008,0,3_unfolding.dl [62:1-64:41]
3_unfolding,3,50nodes_0p02density,noopt,17,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.01,0,3_unfolding.dl [68:1-70:41]
3_unfolding,3,50nodes_0p02density,noopt,17,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.009,0,3_unfolding.dl [73:1-75:41]
3_unfolding,3,50nodes_0p02density,noopt,17,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.011,0,3_unfolding.dl [76:1-78:41]
3_unfolding,3,50nodes_0p02density,noopt,17,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.011,0,3_unfolding.dl [82:1-84:41]
3_unfolding,3,50nodes_0p02density,noopt,18,+disconnected0,non-recursive-rule,"+disconnected0() :- 
   edge(_,_).",0.002,1,3_unfolding.dl [6:1-6:23]
3_unfolding,3,50nodes_0p02density,noopt,18,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",0.011,0,3_unfolding.dl [16:1-19:16]
3_unfolding,3,50nodes_0p02density,noopt,18,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.016,23,3_unfolding.dl [31:1-33:41]
3_unfolding,3,50nodes_0p02density,noopt,18,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.012,0,3_unfolding.dl [34:1-36:41]
3_unfolding,3,50nodes_0p02density,noopt,18,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.012,0,3_unfolding.dl [40:1-42:41]
3_unfolding,3,50nodes_0p02density,noopt,18,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.011,0,3_unfolding.dl [45:1-47:41]
3_unfolding,3,50nodes_0p02density,noopt,18,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.01,0,3_unfolding.dl [48:1-50:41]
3_unfolding,3,50nodes_0p02density,noopt,18,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.011,0,3_unfolding.dl [54:1-56:41]
3_unfolding,3,50nodes_0p02density,noopt,18,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.011,0,3_unfolding.dl [59:1-61:41]
3_unfolding,3,50nodes_0p02density,noopt,18,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.01,0,3_unfolding.dl [62:1-64:41]
3_unfolding,3,50nodes_0p02density,noopt,18,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.009,0,3_unfolding.dl [68:1-70:41]
3_unfolding,3,50nodes_0p02density,noopt,18,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.01,0,3_unfolding.dl [73:1-75:41]
3_unfolding,3,50nodes_0p02density,noopt,18,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.009,0,3_unfolding.dl [76:1-78:41]
3_unfolding,3,50nodes_0p02density,noopt,18,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.01,0,3_unfolding.dl [82:1-84:41]
3_unfolding,3,50nodes_0p02density,noopt,19,+disconnected0,non-recursive-rule,"+disconnected0() :- 
   edge(_,_).",0.003,1,3_unfolding.dl [6:1-6:23]
3_unfolding,3,50nodes_0p02density,noopt,19,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",0.017,0,3_unfolding.dl [16:1-19:16]
3_unfolding,3,50nodes_0p02density,noopt,19,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.023,23,3_unfolding.dl [31:1-33:41]
3_unfolding,3,50nodes_0p02density,noopt,19,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.018,0,3_unfolding.dl [34:1-36:41]
3_unfolding,3,50nodes_0p02density,noopt,19,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.018,0,3_unfolding.dl [40:1-42:41]
3_unfolding,3,50nodes_0p02density,noopt,19,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.017,0,3_unfolding.dl [45:1-47:41]
3_unfolding,3,50nodes_0p02density,noopt,19,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.016,0,3_unfolding.dl [48:1-50:41]
3_unfolding,3,50nodes_0p02density,noopt,19,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.015,0,3_unfolding.dl [54:1-56:41]
3_unfolding,3,50nodes_0p02density,noopt,19,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.015,0,3_unfolding.dl [59:1-61:41]
3_unfolding,3,50nodes_0p02density,noopt,19,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.015,0,3_unfolding.dl [62:1-64:41]
3_unfolding,3,50nodes_0p02density,noopt,19,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.014,0,3_unfolding.dl [68:1-70:41]
3_unfolding,3,50nodes_0p02density,noopt,19,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",0.015,0,3_unfolding.dl [73:1-75:41]
3_unfolding,3,50nodes_0p02density,noopt,19,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",0.014,0,3_unfolding.dl [76:1-78:41]
3_unfolding,3,50nodes_0p02density,noopt,19,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",0.014,0,3_unfolding.dl [82:1-84:41]
3_unfolding,3,50nodes_0p02density,noopt,2,+disconnected0,non-recursive-rule,"+disconnected0() :- 
   edge(_,_).",0.002,1,3_unfolding.dl [6:1-6:23]
3_unfolding,3,50nodes_0p02density,noopt,2,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",0.011,0,3_unfolding.dl [16:1-19:16]
