program,rewrite_id,dataset,variant,run,relation,rule_kind,rule,rule_runtime_ms,rule_num_tuples,rule_source
3_unfolding,3,5000nodes_0p02density,noopt,1,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",375.001,0,3_unfolding.dl [48:1-50:41]
3_unfolding,3,5000nodes_0p02density,noopt,1,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",379.861,0,3_unfolding.dl [54:1-56:41]
3_unfolding,3,5000nodes_0p02density,noopt,1,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",402.775,0,3_unfolding.dl [59:1-61:41]
3_unfolding,3,5000nodes_0p02density,noopt,1,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",372.303,0,3_unfolding.dl [62:1-64:41]
3_unfolding,3,5000nodes_0p02density,noopt,1,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",372.434,0,3_unfolding.dl [68:1-70:41]
3_unfolding,3,5000nodes_0p02density,noopt,1,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",373.479,0,3_unfolding.dl [73:1-75:41]
3_unfolding,3,5000nodes_0p02density,noopt,1,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",373.681,0,3_unfolding.dl [76:1-78:41]
3_unfolding,3,5000nodes_0p02density,noopt,1,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",371.918,0,3_unfolding.dl [82:1-84:41]
3_unfolding,3,5000nodes_0p02density,noopt,10,+disconnected0,non-recursive-rule,"+disconnected0() :- 
   edge(_,_).",0.002,1,3_unfolding.dl [6:1-6:23]
3_unfolding,3,5000nodes_0p02density,noopt,10,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",1602.638,432038,3_unfolding.dl [16:1-19:16]
3_unfolding,3,5000nodes_0p02density,noopt,10,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",390.717,67499,3_unfolding.dl [31:1-33:41]
3_unfolding,3,5000nodes_0p02density,noopt,10,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",377.554,0,3_unfolding.dl [34:1-36:41]
3_unfolding,3,5000nodes_0p02density,noopt,10,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",371.778,0,3_unfolding.dl [40:1-42:41]
3_unfolding,3,5000nodes_0p02density,noopt,10,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",369.607,0,3_unfolding.dl [45:1-47:41]
3_unfolding,3,5000nodes_0p02density,noopt,10,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",371.076,0,3_unfolding.dl [48:1-50:41]
3_unfolding,3,5000nodes_0p02density,noopt,10,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",370.731,0,3_unfolding.dl [54:1-56:41]
3_unfolding,3,5000nodes_0p02density,noopt,10,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",369.761,0,3_unfolding.dl [59:1-61:41]
3_unfolding,3,5000nodes_0p02density,noopt,10,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",373.231,0,3_unfolding.dl [62:1-64:41]
3_unfolding,3,5000nodes_0p02density,noopt,10,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",431.191,0,3_unfolding.dl [68:1-70:41]
3_unfolding,3,5000nodes_0p02density,noopt,10,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",371.801,0,3_unfolding.dl [73:1-75:41]
3_unfolding,3,5000nodes_0p02density,noopt,10,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",370.199,0,3_unfolding.dl [76:1-78:41]
3_unfolding,3,5000nodes_0p02density,noopt,10,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",386.684,0,3_unfolding.dl [82:1-84:41]
3_unfolding,3,5000nodes_0p02density,noopt,11,+disconnected0,non-recursive-rule,"+disconnected0() :- 
   edge(_,_).",0.002,1,3_unfolding.dl [6:1-6:23]
3_unfolding,3,5000nodes_0p02density,noopt,11,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",1643.907,432038,3_unfolding.dl [16:1-19:16]
3_unfolding,3,5000nodes_0p02density,noopt,11,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",387.864,67499,3_unfolding.dl [31:1-33:41]
3_unfolding,3,5000nodes_0p02density,noopt,11,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",373.751,0,3_unfolding.dl [34:1-36:41]
3_unfolding,3,5000nodes_0p02density,noopt,11,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",373.158,0,3_unfolding.dl [40:1-42:41]
3_unfolding,3,5000nodes_0p02density,noopt,11,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",363.931,0,3_unfolding.dl [45:1-47:41]
3_unfolding,3,5000nodes_0p02density,noopt,11,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",364.652,0,3_unfolding.dl [48:1-50:41]
3_unfolding,3,5000nodes_0p02density,noopt,11,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",372.291,0,3_unfolding.dl [54:1-56:41]
3_unfolding,3,5000nodes_0p02density,noopt,11,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",366.742,0,3_unfolding.dl [59:1-61:41]
3_unfolding,3,5000nodes_0p02density,noopt,11,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",368.002,0,3_unfolding.dl [62:1-64:41]
3_unfolding,3,5000nodes_0p02density,noopt,11,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",370.384,0,3_unfolding.dl [68:1-70:41]
3_unfolding,3,5000nodes_0p02density,noopt,11,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",362.79,0,3_unfolding.dl [73:1-75:41]
3_unfolding,3,5000nodes_0p02density,noopt,11,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",373.048,0,3_unfolding.dl [76:1-78:41]
3_unfolding,3,5000nodes_0p02density,noopt,11,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",383.037,0,3_unfolding.dl [82:1-84:41]
3_unfolding,3,5000nodes_0p02density,noopt,12,+disconnected0,non-recursive-rule,"+disconnected0() :- 
   edge(_,_).",0.002,1,3_unfolding.dl [6:1-6:23]
3_unfolding,3,5000nodes_0p02density,noopt,12,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",1601.822,432038,3_unfolding.dl [16:1-19:16]
3_unfolding,3,5000nodes_0p02density,noopt,12,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",388.842,67499,3_unfolding.dl [31:1-33:41]
3_unfolding,3,5000nodes_0p02density,noopt,12,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",377.327,0,3_unfolding.dl [34:1-36:41]
3_unfolding,3,5000nodes_0p02density,noopt,12,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",371.533,0,3_unfolding.dl [40:1-42:41]
3_unfolding,3,5000nodes_0p02density,noopt,12,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",369.763,0,3_unfolding.dl [45:1-47:41]
3_unfolding,3,5000nodes_0p02density,noopt,12,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",368.039,0,3_unfolding.dl [48:1-50:41]
3_unfolding,3,5000nodes_0p02density,noopt,12,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",370.234,0,3_unfolding.dl [54:1-56:41]
3_unfolding,3,5000nodes_0p02density,noopt,12,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",371.115,0,3_unfolding.dl [59:1-61:41]
3_unfolding,3,5000nodes_0p02density,noopt,12,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",375.49,0,3_unfolding.dl [62:1-64:41]
3_unfolding,3,5000nodes_0p02density,noopt,12,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",395.806,0,3_unfolding.dl [68:1-70:41]
3_unfolding,3,5000nodes_0p02density,noopt,12,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",381.24,0,3_unfolding.dl [73:1-75:41]
3_unfolding,3,5000nodes_0p02density,noopt,12,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",394.397,0,3_unfolding.dl [76:1-78:41]
3_unfolding,3,5000nodes_0p02density,noopt,12,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",387.669,0,3_unfolding.dl [82:1-84:41]
3_unfolding,3,5000nodes_0p02density,noopt,13,+disconnected0,non-recursive-rule,"+disconnected0() :- 
   edge(_,_).",0.002,1,3_unfolding.dl [6:1-6:23]
3_unfolding,3,5000nodes_0p02density,noopt,13,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",1606.157,432038,3_unfolding.dl [16:1-19:16]
3_unfolding,3,5000nodes_0p02density,noopt,13,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",391.236,67499,3_unfolding.dl [31:1-33:41]
3_unfolding,3,5000nodes_0p02density,noopt,13,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",374.815,0,3_unfolding.dl [34:1-36:41]
3_unfolding,3,5000nodes_0p02density,noopt,13,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",381.538,0,3_unfolding.dl [40:1-42:41]
3_unfolding,3,5000nodes_0p02density,noopt,13,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",371.471,0,3_unfolding.dl [45:1-47:41]
3_unfolding,3,5000nodes_0p02density,noopt,13,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",369.439,0,3_unfolding.dl [48:1-50:41]
3_unfolding,3,5000nodes_0p02density,noopt,13,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",379.39,0,3_unfolding.dl [54:1-56:41]
3_unfolding,3,5000nodes_0p02density,noopt,13,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",374.513,0,3_unfolding.dl [59:1-61:41]
3_unfolding,3,5000nodes_0p02density,noopt,13,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",373.27,0,3_unfolding.dl [62:1-64:41]
3_unfolding,3,5000nodes_0p02density,noopt,13,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",378.715,0,3_unfolding.dl [68:1-70:41]
3_unfolding,3,5000nodes_0p02density,noopt,13,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",373.804,0,3_unfolding.dl [73:1-75:41]
3_unfolding,3,5000nodes_0p02density,noopt,13,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",378.238,0,3_unfolding.dl [76:1-78:41]
3_unfolding,3,5000nodes_0p02density,noopt,13,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",375.452,0,3_unfolding.dl [82:1-84:41]
3_unfolding,3,5000nodes_0p02density,noopt,14,+disconnected0,non-recursive-rule,"+disconnected0() :- 
   edge(_,_).",0.002,1,3_unfolding.dl [6:1-6:23]
3_unfolding,3,5000nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",1606.405,432038,3_unfolding.dl [16:1-19:16]
3_unfolding,3,5000nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",383.638,67499,3_unfolding.dl [31:1-33:41]
3_unfolding,3,5000nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",382.818,0,3_unfolding.dl [34:1-36:41]
3_unfolding,3,5000nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",373.964,0,3_unfolding.dl [40:1-42:41]
3_unfolding,3,5000nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",365.246,0,3_unfolding.dl [45:1-47:41]
3_unfolding,3,5000nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",365.391,0,3_unfolding.dl [48:1-50:41]
3_unfolding,3,5000nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",367.167,0,3_unfolding.dl [54:1-56:41]
3_unfolding,3,5000nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",366.496,0,3_unfolding.dl [59:1-61:41]
3_unfolding,3,5000nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",364.749,0,3_unfolding.dl [62:1-64:41]
3_unfolding,3,5000nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",365.849,0,3_unfolding.dl [68:1-70:41]
3_unfolding,3,5000nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",368.149,0,3_unfolding.dl [73:1-75:41]
3_unfolding,3,5000nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",365.979,0,3_unfolding.dl [76:1-78:41]
3_unfolding,3,5000nodes_0p02density,noopt,14,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",367.23,0,3_unfolding.dl [82:1-84:41]
3_unfolding,3,5000nodes_0p02density,noopt,15,+disconnected0,non-recursive-rule,"+disconnected0() :- 
   edge(_,_).",0.001,1,3_unfolding.dl [6:1-6:23]
3_unfolding,3,5000nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",1641.015,432038,3_unfolding.dl [16:1-19:16]
3_unfolding,3,5000nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",386.218,67499,3_unfolding.dl [31:1-33:41]
3_unfolding,3,5000nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",372.54,0,3_unfolding.dl [34:1-36:41]
3_unfolding,3,5000nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",373.02,0,3_unfolding.dl [40:1-42:41]
3_unfolding,3,5000nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",364.631,0,3_unfolding.dl [45:1-47:41]
3_unfolding,3,5000nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",368.799,0,3_unfolding.dl [48:1-50:41]
3_unfolding,3,5000nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",369.259,0,3_unfolding.dl [54:1-56:41]
3_unfolding,3,5000nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",366.994,0,3_unfolding.dl [59:1-61:41]
3_unfolding,3,5000nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",367.656,0,3_unfolding.dl [62:1-64:41]
3_unfolding,3,5000nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",367.581,0,3_unfolding.dl [68:1-70:41]
3_unfolding,3,5000nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",366.83,0,3_unfolding.dl [73:1-75:41]
3_unfolding,3,5000nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",369.492,0,3_unfolding.dl [76:1-78:41]
3_unfolding,3,5000nodes_0p02density,noopt,15,result_positive_rewritten,non-recursive-rule,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",365.816,0,3_unfolding.dl [82:1-84:41]
