program,rewrite_id,dataset,variant,run,total_runtime_ms,total_runtime_s,peak_rss_kb
3_unfolding,3,50nodes_0p02density,std,25,0.587,0.000587,4864
3_unfolding,3,50nodes_0p02density,std,26,0.792,0.000792,4864
3_unfolding,3,50nodes_0p02density,std,27,0.903,0.000903,4864
3_unfolding,3,50nodes_0p02density,std,28,0.941,0.000941,4864
3_unfolding,3,50nodes_0p02density,std,29,0.63,0.00063,4864
3_unfolding,3,50nodes_0p02density,std,3,1.9,0.0019,4864
3_unfolding,3,50nodes_0p02density,std,30,1.385,0.001385,4864
3_unfolding,3,50nodes_0p02density,std,4,0.878,0.000878,4864
3_unfolding,3,50nodes_0p02density,std,5,0.775,0.000775,4864
3_unfolding,3,50nodes_0p02density,std,6,1.295,0.001295,4864
3_unfolding,3,50nodes_0p02density,std,7,1.787,0.001787,4864
3_unfolding,3,50nodes_0p02density,std,8,1.572,0.001572,4864
3_unfolding,3,50nodes_0p02density,std,9,0.821,0.000821,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,1,6451.454,6.451454,63744
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,10,6462.488,6.462488,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,11,6500.914,6.500914,63616
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,12,6547.516,6.547516,63616
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,13,6522.826,6.522826,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,14,6757.833,6.757833,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,15,6408.805,6.408805,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,16,6565.998,6.565998,63744
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,17,6510.199,6.510199,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,18,6588.233,6.588233,63616
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,19,6577.55,6.57755,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,2,6455.115,6.455115,63744
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,20,6741.697,6.741697,63232
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,21,6510.51,6.51051,63616
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,22,6622.255,6.622255,63744
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,23,6448.467,6.448467,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,24,6457.082,6.457082,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,25,6545.812,6.545812,63360
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,26,6636.538,6.636538,63616
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,27,6428.196,6.428196,63744
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,28,6386.681,6.386681,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,29,6447.474,6.447474,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,3,6538.038,6.538038,63232
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,30,6509.577,6.509577,63616
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,4,6611.676,6.611676,63232
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,5,6568.272,6.568272,63744
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,6,6607.359,6.607359,63744
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,7,6428.449,6.428449,63744
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,8,6423.921,6.423921,63872
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,noopt,9,6578.808,6.578808,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,1,6470.292,6.470292,63744
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,10,6448.183,6.448183,63744
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,11,6592.366,6.592366,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,12,6527.841,6.527841,63616
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,13,6515.108,6.515108,63616
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,14,6440.893,6.440893,63872
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,15,6605.367,6.605367,63232
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,16,6500.69,6.50069,63872
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,17,6457.968,6.457968,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,18,6530.137,6.530137,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,19,6619.261,6.619261,63616
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,2,6425.458,6.425458,63744
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,20,6600.35,6.60035,63232
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,21,6487.191,6.487191,63232
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,22,6418.723,6.418723,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,23,6497.947,6.497947,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,24,6610.488,6.610488,63104
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,25,6497.146,6.497146,63616
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,26,6451.041,6.451041,63744
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,27,6424.822,6.424822,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,28,6580.616,6.580616,63616
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,29,6579.718,6.579718,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,3,6676.498,6.676498,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,30,6457.358,6.457358,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,4,6592.182,6.592182,63488
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,5,6648.523,6.648523,63360
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,6,6424.417,6.424417,63744
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,7,6439.824,6.439824,63744
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,8,6427.173,6.427173,63744
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p02density,std,9,6493.624,6.493624,63616
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,1,36866.182,36.866182,333952
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,10,36572.162,36.572162,334592
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,11,36437.086,36.437086,334080
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,12,36143.154,36.143154,334336
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,13,36690.485,36.690485,334336
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,14,36634.318,36.634318,334336
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,15,36787.46,36.78746,334336
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,16,36768.177,36.768177,334336
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,17,36723.895,36.723895,334208
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,18,37044.356,37.044356,334336
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,19,36492.858,36.492858,334336
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,2,36393.837,36.393837,334208
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,20,37131.268,37.131268,334080
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,21,36699.171,36.699171,334336
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,22,36995.559,36.995559,334336
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,23,36741.951,36.741951,334336
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,24,36463.802,36.463802,334080
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,25,36659.587,36.659587,334080
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,26,36770.056,36.770056,334208
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,27,36544.377,36.544377,334464
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,28,36550.472,36.550472,334080
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,29,36748.135,36.748135,333952
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,3,35903.878,35.903878,334208
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,30,36757.619,36.757619,334208
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,4,36605.648,36.605648,333952
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,5,36616.408,36.616408,334080
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,6,36472.877,36.472877,334080
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,7,36656.658,36.656658,334208
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,8,36831.666,36.831666,334336
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,noopt,9,36841.406,36.841406,334208
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,1,36752.512,36.752512,334464
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,10,36544.267,36.544267,334336
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,11,36744.008,36.744008,333952
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,12,37038.893,37.038893,333952
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,13,36540.742,36.540742,334208
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,14,36673.599,36.673599,334464
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,15,37044.662,37.044662,334336
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,16,36469.549,36.469549,334464
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,17,36565.232,36.565232,333952
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,18,36510.804,36.510804,334208
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,19,36745.954,36.745954,334208
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,2,36576.829,36.576829,333824
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,20,36492.497,36.492497,334592
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,21,36791.734,36.791734,334336
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,22,36332.17,36.33217,334080
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,23,36614.857,36.614857,333952
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,24,36341.858,36.341858,334080
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,25,36732.234,36.732234,334208
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,26,36785.714,36.785714,334464
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,27,36941.118,36.941118,334080
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,28,36680.882,36.680882,333952
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,29,36914.538,36.914538,334208
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,3,36469.428,36.469428,334464
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,30,36851.795,36.851795,334208
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,4,36806.353,36.806353,334336
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,5,36588.297,36.588297,334336
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,6,36622.093,36.622093,334336
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,7,36441.347,36.441347,334464
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,8,36421.934,36.421934,334336
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p1density,std,9,36683.098,36.683098,334208
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,1,80873.15,80.87315,674560
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,10,80987.1,80.9871,674176
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,11,81503.182,81.503182,674432
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,12,80954.771,80.954771,674304
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,13,80462.796,80.462796,674432
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,14,79739.698,79.739698,674432
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,15,81480.827,81.480827,674560
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,16,81174.911,81.174911,674304
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,17,81066.09,81.06609,674304
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,18,81286.337,81.286337,674304
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,19,80878.891,80.878891,674688
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,2,81423.4,81.4234,674048
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,20,81186.477,81.186477,674432
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,21,81096.956,81.096956,674560
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,22,81056.012,81.056012,674304
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,23,80050.842,80.050842,674560
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,24,80827.492,80.827492,674304
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,25,80921.62,80.92162,674688
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,26,81022.505,81.022505,674176
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,27,80617.093,80.617093,674304
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,28,80435.86,80.43586,674176
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,29,80448.125,80.448125,674432
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,3,81027.543,81.027543,674688
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,30,80987.591,80.987591,674176
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,4,80720.451,80.720451,674176
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,5,81624.566,81.624566,674176
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,6,84151.115,84.151115,674304
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,7,86267.382,86.267382,674176
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,8,80798.738,80.798738,674048
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,noopt,9,79598.426,79.598426,674176
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,1,80911.147,80.911147,674432
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,10,81221.63,81.22163,674432
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,11,81270.179,81.270179,674176
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,12,81077.751,81.077751,674304
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,13,80473.325,80.473325,674432
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,14,81551.173,81.551173,674432
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,15,81234.317,81.234317,674176
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,16,81132.487,81.132487,674176
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,17,81043.179,81.043179,674176
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,18,80840.606,80.840606,674688
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,19,80802.146,80.802146,674176
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,2,80576.191,80.576191,674688
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,20,81104.196,81.104196,674176
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,21,79727.912,79.727912,674432
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,22,81261.07,81.26107,674432
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,23,80938.928,80.938928,674688
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,24,81095.933,81.095933,674432
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,25,81258.796,81.258796,674176
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,26,80900.954,80.900954,674432
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,27,81043.563,81.043563,674432
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,28,80574.114,80.574114,674560
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,29,81254.024,81.254024,674176
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,3,81265.923,81.265923,674304
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,30,81281.136,81.281136,674560
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,4,80971.531,80.971531,674304
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,5,80518.077,80.518077,674176
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,6,80760.037,80.760037,674560
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,7,80599.052,80.599052,674304
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,8,81678.018,81.678018,674432
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,5000nodes_0p2density,std,9,80616.705,80.616705,674048
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,1,0.585,0.000585,4736
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,10,0.611,0.000611,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,11,0.613,0.000613,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,12,0.666,0.000666,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,13,1.752,0.001752,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,14,1.337,0.001337,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,15,1.303,0.001303,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,16,0.595,0.000595,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,17,0.616,0.000616,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,18,0.585,0.000585,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,19,0.586,0.000586,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,2,1.335,0.001335,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,20,0.63,0.00063,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,21,0.782,0.000782,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,22,0.576,0.000576,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,23,1.357,0.001357,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,24,0.607,0.000607,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,25,0.675,0.000675,4736
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,26,0.688,0.000688,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,27,0.627,0.000627,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,28,1.018,0.001018,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,29,0.583,0.000583,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,3,0.99,0.00099,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,30,1.327,0.001327,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,4,0.82,0.00082,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,5,1.116,0.001116,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,6,0.621,0.000621,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,7,0.605,0.000605,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,8,0.601,0.000601,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,noopt,9,0.612,0.000612,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,1,0.724,0.000724,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,10,0.712,0.000712,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,11,0.652,0.000652,4736
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,12,0.592,0.000592,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,13,0.851,0.000851,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,14,0.566,0.000566,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,15,1.431,0.001431,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,16,1.349,0.001349,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,17,1.295,0.001295,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,18,1.644,0.001644,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,19,0.628,0.000628,4864
4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,4,50nodes_0p02density,std,2,0.611,0.000611,4864
