program,rewrite_id,dataset,variant,run,total_runtime_ms,total_runtime_s,peak_rss_kb
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,16,123.742,0.123742,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,17,118.007,0.118007,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,18,124.782,0.124782,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,19,115.964,0.115964,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,2,134.186,0.134186,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,20,119.653,0.119653,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,21,124.252,0.124252,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,22,120.033,0.120033,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,23,114.114,0.114114,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,24,119.053,0.119053,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,25,155.778,0.155778,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,26,121.544,0.121544,16128
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,27,118.552,0.118552,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,28,112.512,0.112512,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,29,131.738,0.131738,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,3,113.333,0.113333,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,30,118.921,0.118921,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,4,112.517,0.112517,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,5,118.088,0.118088,16384
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,6,141.268,0.141268,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,7,119.4,0.1194,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,8,112.72,0.11272,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,noopt,9,123.24,0.12324,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,1,113.653,0.113653,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,10,111.743,0.111743,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,11,121.327,0.121327,16128
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,12,122.251,0.122251,16128
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,13,117.553,0.117553,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,14,117.609,0.117609,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,15,112.142,0.112142,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,16,122.618,0.122618,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,17,121.2,0.1212,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,18,116.443,0.116443,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,19,117.512,0.117512,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,2,117.994,0.117994,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,20,120.021,0.120021,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,21,121.198,0.121198,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,22,113.666,0.113666,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,23,112.736,0.112736,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,24,122.313,0.122313,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,25,114.978,0.114978,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,26,112.445,0.112445,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,27,115.459,0.115459,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,28,122.983,0.122983,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,29,115.628,0.115628,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,3,113.284,0.113284,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,30,119.394,0.119394,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,4,126.874,0.126874,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,5,121.568,0.121568,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,6,117.075,0.117075,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,7,113.49,0.11349,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,8,121.454,0.121454,16256
1_positive_rewrite_proposition_6_3_toegepast,1,50nodes_0p02density,std,9,126.307,0.126307,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,1,116.946,0.116946,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,10,123.344,0.123344,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,11,114.916,0.114916,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,12,120.205,0.120205,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,13,120.453,0.120453,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,14,128.642,0.128642,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,15,118.758,0.118758,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,16,113.787,0.113787,16384
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,17,111.119,0.111119,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,18,113.09,0.11309,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,19,112.828,0.112828,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,2,133.88,0.13388,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,20,117.253,0.117253,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,21,121.256,0.121256,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,22,119.038,0.119038,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,23,136.935,0.136935,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,24,112.184,0.112184,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,25,114.604,0.114604,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,26,122.691,0.122691,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,27,113.848,0.113848,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,28,116.432,0.116432,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,29,115.672,0.115672,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,3,111.612,0.111612,16384
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,30,120.998,0.120998,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,4,116.984,0.116984,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,5,116.114,0.116114,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,6,122.377,0.122377,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,7,119.473,0.119473,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,8,118.647,0.118647,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,noopt,9,111.453,0.111453,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,1,119.641,0.119641,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,10,115.269,0.115269,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,11,116.392,0.116392,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,12,122.02,0.12202,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,13,114.654,0.114654,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,14,115.729,0.115729,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,15,117.063,0.117063,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,16,115.09,0.11509,16128
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,17,120.534,0.120534,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,18,116.486,0.116486,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,19,118.682,0.118682,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,2,113.982,0.113982,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,20,137.069,0.137069,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,21,114.398,0.114398,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,22,111.441,0.111441,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,23,113.602,0.113602,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,24,120.516,0.120516,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,25,120.738,0.120738,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,26,119.445,0.119445,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,27,116.86,0.11686,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,28,123.126,0.123126,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,29,111.356,0.111356,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,3,123.452,0.123452,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,30,115.681,0.115681,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,4,128.286,0.128286,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,5,115.405,0.115405,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,6,123.992,0.123992,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,7,117.99,0.11799,16128
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,8,126.296,0.126296,16256
2_proposition_3.9_toegepast,2,50nodes_0p02density,std,9,114.121,0.114121,16256
3_unfolding,3,5000nodes_0p02density,noopt,1,6524.909,6.524909,63744
3_unfolding,3,5000nodes_0p02density,noopt,10,6544.595,6.544595,63616
3_unfolding,3,5000nodes_0p02density,noopt,11,6478.823,6.478823,63488
3_unfolding,3,5000nodes_0p02density,noopt,12,6531.384,6.531384,63488
3_unfolding,3,5000nodes_0p02density,noopt,13,6508.351,6.508351,63616
3_unfolding,3,5000nodes_0p02density,noopt,14,6423.035,6.423035,63744
3_unfolding,3,5000nodes_0p02density,noopt,15,6458.42,6.45842,63616
3_unfolding,3,5000nodes_0p02density,noopt,16,6456.983,6.456983,63616
3_unfolding,3,5000nodes_0p02density,noopt,17,6609.774,6.609774,63360
3_unfolding,3,5000nodes_0p02density,noopt,18,6416.776,6.416776,63360
3_unfolding,3,5000nodes_0p02density,noopt,19,6722.267,6.722267,63360
3_unfolding,3,5000nodes_0p02density,noopt,2,6453.89,6.45389,63616
3_unfolding,3,5000nodes_0p02density,noopt,20,6465.039,6.465039,63744
3_unfolding,3,5000nodes_0p02density,noopt,21,6390.759,6.390759,63488
3_unfolding,3,5000nodes_0p02density,noopt,22,6452.181,6.452181,63872
3_unfolding,3,5000nodes_0p02density,noopt,23,6456.141,6.456141,63488
3_unfolding,3,5000nodes_0p02density,noopt,24,6514.578,6.514578,63360
3_unfolding,3,5000nodes_0p02density,noopt,25,6570.956,6.570956,63616
3_unfolding,3,5000nodes_0p02density,noopt,26,6467.789,6.467789,63744
3_unfolding,3,5000nodes_0p02density,noopt,27,6453.356,6.453356,63744
3_unfolding,3,5000nodes_0p02density,noopt,28,6613.424,6.613424,63744
3_unfolding,3,5000nodes_0p02density,noopt,29,6819.223,6.819223,63104
3_unfolding,3,5000nodes_0p02density,noopt,3,6614.275,6.614275,63360
3_unfolding,3,5000nodes_0p02density,noopt,30,6432.413,6.432413,63360
3_unfolding,3,5000nodes_0p02density,noopt,4,6486.872,6.486872,63744
3_unfolding,3,5000nodes_0p02density,noopt,5,6396.878,6.396878,63616
3_unfolding,3,5000nodes_0p02density,noopt,6,6463.821,6.463821,63616
3_unfolding,3,5000nodes_0p02density,noopt,7,6584.276,6.584276,63744
3_unfolding,3,5000nodes_0p02density,noopt,8,6571.648,6.571648,63488
3_unfolding,3,5000nodes_0p02density,noopt,9,6440.454,6.440454,63744
3_unfolding,3,5000nodes_0p02density,std,1,6423.003,6.423003,63488
3_unfolding,3,5000nodes_0p02density,std,10,6456.074,6.456074,63744
3_unfolding,3,5000nodes_0p02density,std,11,6439.527,6.439527,63616
3_unfolding,3,5000nodes_0p02density,std,12,6387.086,6.387086,63744
3_unfolding,3,5000nodes_0p02density,std,13,6563.368,6.563368,63616
3_unfolding,3,5000nodes_0p02density,std,14,6574.726,6.574726,63744
3_unfolding,3,5000nodes_0p02density,std,15,6498.965,6.498965,63744
3_unfolding,3,5000nodes_0p02density,std,16,6434.413,6.434413,63872
3_unfolding,3,5000nodes_0p02density,std,17,6322.072,6.322072,63744
3_unfolding,3,5000nodes_0p02density,std,18,6555.482,6.555482,63104
3_unfolding,3,5000nodes_0p02density,std,19,6515.482,6.515482,63488
3_unfolding,3,5000nodes_0p02density,std,2,6590.734,6.590734,63360
3_unfolding,3,5000nodes_0p02density,std,20,6543.661,6.543661,63488
3_unfolding,3,5000nodes_0p02density,std,21,6455.63,6.45563,63744
3_unfolding,3,5000nodes_0p02density,std,22,6493.867,6.493867,63488
3_unfolding,3,5000nodes_0p02density,std,23,6516.483,6.516483,63488
3_unfolding,3,5000nodes_0p02density,std,24,6381.732,6.381732,63616
3_unfolding,3,5000nodes_0p02density,std,25,6429.942,6.429942,63616
3_unfolding,3,5000nodes_0p02density,std,26,6510.888,6.510888,63616
3_unfolding,3,5000nodes_0p02density,std,27,6375.769,6.375769,63872
3_unfolding,3,5000nodes_0p02density,std,28,6587.974,6.587974,63360
3_unfolding,3,5000nodes_0p02density,std,29,6496.796,6.496796,63744
3_unfolding,3,5000nodes_0p02density,std,3,6613.099,6.613099,63232
3_unfolding,3,5000nodes_0p02density,std,30,6473.785,6.473785,63744
3_unfolding,3,5000nodes_0p02density,std,4,6759.878,6.759878,63744
3_unfolding,3,5000nodes_0p02density,std,5,6534.22,6.53422,63744
3_unfolding,3,5000nodes_0p02density,std,6,6510.051,6.510051,63872
3_unfolding,3,5000nodes_0p02density,std,7,6472.592,6.472592,63616
3_unfolding,3,5000nodes_0p02density,std,8,6517.064,6.517064,63488
3_unfolding,3,5000nodes_0p02density,std,9,6495.213,6.495213,63488
3_unfolding,3,5000nodes_0p1density,noopt,1,36678.601,36.678601,334336
3_unfolding,3,5000nodes_0p1density,noopt,10,36266.655,36.266655,334208
3_unfolding,3,5000nodes_0p1density,noopt,11,36572.091,36.572091,334208
3_unfolding,3,5000nodes_0p1density,noopt,12,36651.375,36.651375,334336
3_unfolding,3,5000nodes_0p1density,noopt,13,36640.564,36.640564,334080
3_unfolding,3,5000nodes_0p1density,noopt,14,36517.09,36.51709,334336
3_unfolding,3,5000nodes_0p1density,noopt,15,36134.904,36.134904,334080
3_unfolding,3,5000nodes_0p1density,noopt,16,36249.011,36.249011,334208
3_unfolding,3,5000nodes_0p1density,noopt,17,36818.139,36.818139,333952
3_unfolding,3,5000nodes_0p1density,noopt,18,36892.519,36.892519,333824
3_unfolding,3,5000nodes_0p1density,noopt,19,36801.436,36.801436,334080
3_unfolding,3,5000nodes_0p1density,noopt,2,36579.25,36.57925,334336
3_unfolding,3,5000nodes_0p1density,noopt,20,36774.866,36.774866,334208
3_unfolding,3,5000nodes_0p1density,noopt,21,36467.713,36.467713,334080
3_unfolding,3,5000nodes_0p1density,noopt,22,36722.842,36.722842,334208
3_unfolding,3,5000nodes_0p1density,noopt,23,36550.46,36.55046,334080
3_unfolding,3,5000nodes_0p1density,noopt,24,36528.274,36.528274,334208
3_unfolding,3,5000nodes_0p1density,noopt,25,36350.14,36.35014,334208
3_unfolding,3,5000nodes_0p1density,noopt,26,36530.602,36.530602,334464
3_unfolding,3,5000nodes_0p1density,noopt,27,36746.572,36.746572,334336
3_unfolding,3,5000nodes_0p1density,noopt,28,36320.529,36.320529,333952
3_unfolding,3,5000nodes_0p1density,noopt,29,36592.897,36.592897,334080
3_unfolding,3,5000nodes_0p1density,noopt,3,36391.326,36.391326,334208
3_unfolding,3,5000nodes_0p1density,noopt,30,36609.758,36.609758,333952
3_unfolding,3,5000nodes_0p1density,noopt,4,36729.28,36.72928,334208
3_unfolding,3,5000nodes_0p1density,noopt,5,36746.502,36.746502,334464
3_unfolding,3,5000nodes_0p1density,noopt,6,36562.366,36.562366,333952
3_unfolding,3,5000nodes_0p1density,noopt,7,36061.756,36.061756,334336
3_unfolding,3,5000nodes_0p1density,noopt,8,36101.184,36.101184,334336
3_unfolding,3,5000nodes_0p1density,noopt,9,36839.408,36.839408,333824
3_unfolding,3,5000nodes_0p1density,std,1,36758.233,36.758233,334208
3_unfolding,3,5000nodes_0p1density,std,10,36484.549,36.484549,334336
3_unfolding,3,5000nodes_0p1density,std,11,36628.076,36.628076,334336
3_unfolding,3,5000nodes_0p1density,std,12,36703.412,36.703412,334080
3_unfolding,3,5000nodes_0p1density,std,13,36636.544,36.636544,334336
3_unfolding,3,5000nodes_0p1density,std,14,36702.804,36.702804,333952
3_unfolding,3,5000nodes_0p1density,std,15,36980.734,36.980734,334336
3_unfolding,3,5000nodes_0p1density,std,16,36692.168,36.692168,334080
3_unfolding,3,5000nodes_0p1density,std,17,36489.235,36.489235,334464
3_unfolding,3,5000nodes_0p1density,std,18,36406.477,36.406477,334464
3_unfolding,3,5000nodes_0p1density,std,19,36273.89,36.27389,334336
3_unfolding,3,5000nodes_0p1density,std,2,36768.863,36.768863,334208
3_unfolding,3,5000nodes_0p1density,std,20,36347.435,36.347435,333952
3_unfolding,3,5000nodes_0p1density,std,21,36496.693,36.496693,334080
3_unfolding,3,5000nodes_0p1density,std,22,36477.107,36.477107,334336
3_unfolding,3,5000nodes_0p1density,std,23,36845.615,36.845615,334336
3_unfolding,3,5000nodes_0p1density,std,24,36633.6,36.6336,334336
3_unfolding,3,5000nodes_0p1density,std,25,36349.269,36.349269,334080
3_unfolding,3,5000nodes_0p1density,std,26,36424.075,36.424075,334080
3_unfolding,3,5000nodes_0p1density,std,27,36432.098,36.432098,334208
3_unfolding,3,5000nodes_0p1density,std,28,36302.294,36.302294,334592
3_unfolding,3,5000nodes_0p1density,std,29,36431.502,36.431502,334336
3_unfolding,3,5000nodes_0p1density,std,3,36318.652,36.318652,334336
3_unfolding,3,5000nodes_0p1density,std,30,36613.686,36.613686,334080
3_unfolding,3,5000nodes_0p1density,std,4,36183.5,36.1835,334080
3_unfolding,3,5000nodes_0p1density,std,5,36695.274,36.695274,334336
3_unfolding,3,5000nodes_0p1density,std,6,36684.67,36.68467,334208
3_unfolding,3,5000nodes_0p1density,std,7,36472.943,36.472943,334208
3_unfolding,3,5000nodes_0p1density,std,8,36750.039,36.750039,334208
3_unfolding,3,5000nodes_0p1density,std,9,35990.082,35.990082,333952
3_unfolding,3,5000nodes_0p2density,noopt,1,80942.895,80.942895,674560
3_unfolding,3,5000nodes_0p2density,noopt,10,80738.404,80.738404,674304
3_unfolding,3,5000nodes_0p2density,noopt,11,80640.677,80.640677,674304
3_unfolding,3,5000nodes_0p2density,noopt,12,80921.502,80.921502,674432
3_unfolding,3,5000nodes_0p2density,noopt,13,81095.576,81.095576,674432
3_unfolding,3,5000nodes_0p2density,noopt,14,80715.516,80.715516,674304
3_unfolding,3,5000nodes_0p2density,noopt,15,81509.242,81.509242,674304
3_unfolding,3,5000nodes_0p2density,noopt,16,80645.046,80.645046,674688
3_unfolding,3,5000nodes_0p2density,noopt,17,80464.742,80.464742,674432
3_unfolding,3,5000nodes_0p2density,noopt,18,80937.707,80.937707,674048
3_unfolding,3,5000nodes_0p2density,noopt,19,80529.093,80.529093,674560
3_unfolding,3,5000nodes_0p2density,noopt,2,81046.644,81.046644,674304
3_unfolding,3,5000nodes_0p2density,noopt,20,80752.62,80.75262,674432
3_unfolding,3,5000nodes_0p2density,noopt,21,81319.8,81.3198,674304
3_unfolding,3,5000nodes_0p2density,noopt,22,80617.276,80.617276,674176
3_unfolding,3,5000nodes_0p2density,noopt,23,81035.696,81.035696,674048
3_unfolding,3,5000nodes_0p2density,noopt,24,81648.199,81.648199,674432
3_unfolding,3,5000nodes_0p2density,noopt,25,81163.579,81.163579,674432
3_unfolding,3,5000nodes_0p2density,noopt,26,80626.628,80.626628,674304
3_unfolding,3,5000nodes_0p2density,noopt,27,80663.626,80.663626,674176
3_unfolding,3,5000nodes_0p2density,noopt,28,81394.168,81.394168,674688
3_unfolding,3,5000nodes_0p2density,noopt,29,80956.528,80.956528,674688
3_unfolding,3,5000nodes_0p2density,noopt,3,81270.137,81.270137,674432
3_unfolding,3,5000nodes_0p2density,noopt,30,81055.779,81.055779,674432
3_unfolding,3,5000nodes_0p2density,noopt,4,81326.138,81.326138,674304
3_unfolding,3,5000nodes_0p2density,noopt,5,80416.061,80.416061,674432
3_unfolding,3,5000nodes_0p2density,noopt,6,80993.784,80.993784,674176
3_unfolding,3,5000nodes_0p2density,noopt,7,81270.343,81.270343,674176
3_unfolding,3,5000nodes_0p2density,noopt,8,81224.657,81.224657,674304
3_unfolding,3,5000nodes_0p2density,noopt,9,81409.643,81.409643,674176
3_unfolding,3,5000nodes_0p2density,std,1,80268.254,80.268254,674176
3_unfolding,3,5000nodes_0p2density,std,10,81235.681,81.235681,674432
3_unfolding,3,5000nodes_0p2density,std,11,81008.159,81.008159,674176
3_unfolding,3,5000nodes_0p2density,std,12,80571.989,80.571989,674560
3_unfolding,3,5000nodes_0p2density,std,13,80959.193,80.959193,674432
3_unfolding,3,5000nodes_0p2density,std,14,80752.441,80.752441,674176
3_unfolding,3,5000nodes_0p2density,std,15,80845.833,80.845833,674048
3_unfolding,3,5000nodes_0p2density,std,16,80319.638,80.319638,674432
3_unfolding,3,5000nodes_0p2density,std,17,79968.665,79.968665,674048
3_unfolding,3,5000nodes_0p2density,std,18,81075.857,81.075857,674304
3_unfolding,3,5000nodes_0p2density,std,19,80649.004,80.649004,674304
3_unfolding,3,5000nodes_0p2density,std,2,80979.804,80.979804,674432
3_unfolding,3,5000nodes_0p2density,std,20,81166.222,81.166222,674304
3_unfolding,3,5000nodes_0p2density,std,21,81123.558,81.123558,674688
3_unfolding,3,5000nodes_0p2density,std,22,80812.318,80.812318,674432
3_unfolding,3,5000nodes_0p2density,std,23,80926.901,80.926901,674176
3_unfolding,3,5000nodes_0p2density,std,24,80748.419,80.748419,674432
3_unfolding,3,5000nodes_0p2density,std,25,80958.231,80.958231,674048
3_unfolding,3,5000nodes_0p2density,std,26,80501.281,80.501281,674560
3_unfolding,3,5000nodes_0p2density,std,27,81131.32,81.13132,674688
3_unfolding,3,5000nodes_0p2density,std,28,81529.94,81.52994,674048
3_unfolding,3,5000nodes_0p2density,std,29,80735.085,80.735085,674688
3_unfolding,3,5000nodes_0p2density,std,3,79809.097,79.809097,674432
3_unfolding,3,5000nodes_0p2density,std,30,81461.581,81.461581,674560
3_unfolding,3,5000nodes_0p2density,std,4,80925.938,80.925938,674688
3_unfolding,3,5000nodes_0p2density,std,5,81064.702,81.064702,674304
3_unfolding,3,5000nodes_0p2density,std,6,80577.494,80.577494,674432
3_unfolding,3,5000nodes_0p2density,std,7,80591.783,80.591783,674048
3_unfolding,3,5000nodes_0p2density,std,8,81604.135,81.604135,674048
3_unfolding,3,5000nodes_0p2density,std,9,80738.3,80.7383,674048
3_unfolding,3,50nodes_0p02density,noopt,1,1.361,0.001361,4864
3_unfolding,3,50nodes_0p02density,noopt,10,0.71,0.00071,4736
3_unfolding,3,50nodes_0p02density,noopt,11,0.852,0.000852,4864
3_unfolding,3,50nodes_0p02density,noopt,12,0.694,0.000694,4864
3_unfolding,3,50nodes_0p02density,noopt,13,0.594,0.000594,4864
3_unfolding,3,50nodes_0p02density,noopt,14,1.658,0.001658,4864
3_unfolding,3,50nodes_0p02density,noopt,15,0.581,0.000581,4864
3_unfolding,3,50nodes_0p02density,noopt,16,0.595,0.000595,4864
3_unfolding,3,50nodes_0p02density,noopt,17,0.658,0.000658,4864
3_unfolding,3,50nodes_0p02density,noopt,18,0.602,0.000602,4864
3_unfolding,3,50nodes_0p02density,noopt,19,0.845,0.000845,4864
3_unfolding,3,50nodes_0p02density,noopt,2,0.738,0.000738,4864
3_unfolding,3,50nodes_0p02density,noopt,20,0.548,0.000548,4864
3_unfolding,3,50nodes_0p02density,noopt,21,0.572,0.000572,4864
3_unfolding,3,50nodes_0p02density,noopt,22,0.588,0.000588,4864
3_unfolding,3,50nodes_0p02density,noopt,23,0.67,0.00067,4736
3_unfolding,3,50nodes_0p02density,noopt,24,0.607,0.000607,4864
3_unfolding,3,50nodes_0p02density,noopt,25,0.859,0.000859,4864
3_unfolding,3,50nodes_0p02density,noopt,26,1.367,0.001367,4736
3_unfolding,3,50nodes_0p02density,noopt,27,1.307,0.001307,4864
3_unfolding,3,50nodes_0p02density,noopt,28,0.709,0.000709,4864
3_unfolding,3,50nodes_0p02density,noopt,29,0.624,0.000624,4864
3_unfolding,3,50nodes_0p02density,noopt,3,0.671,0.000671,4864
3_unfolding,3,50nodes_0p02density,noopt,30,0.712,0.000712,4864
3_unfolding,3,50nodes_0p02density,noopt,4,0.796,0.000796,4864
3_unfolding,3,50nodes_0p02density,noopt,5,0.605,0.000605,4864
3_unfolding,3,50nodes_0p02density,noopt,6,0.578,0.000578,4864
3_unfolding,3,50nodes_0p02density,noopt,7,1.344,0.001344,4736
3_unfolding,3,50nodes_0p02density,noopt,8,1.303,0.001303,4864
3_unfolding,3,50nodes_0p02density,noopt,9,1.252,0.001252,4864
3_unfolding,3,50nodes_0p02density,std,1,0.615,0.000615,4864
3_unfolding,3,50nodes_0p02density,std,10,0.679,0.000679,4864
3_unfolding,3,50nodes_0p02density,std,11,0.921,0.000921,4864
3_unfolding,3,50nodes_0p02density,std,12,0.646,0.000646,4864
3_unfolding,3,50nodes_0p02density,std,13,0.646,0.000646,4864
3_unfolding,3,50nodes_0p02density,std,14,0.648,0.000648,4864
3_unfolding,3,50nodes_0p02density,std,15,0.893,0.000893,4864
3_unfolding,3,50nodes_0p02density,std,16,1.392,0.001392,4864
3_unfolding,3,50nodes_0p02density,std,17,1.367,0.001367,4864
3_unfolding,3,50nodes_0p02density,std,18,0.805,0.000805,4864
3_unfolding,3,50nodes_0p02density,std,19,0.768,0.000768,4864
3_unfolding,3,50nodes_0p02density,std,2,0.76,0.00076,4864
3_unfolding,3,50nodes_0p02density,std,20,0.933,0.000933,4864
3_unfolding,3,50nodes_0p02density,std,21,0.898,0.000898,4864
3_unfolding,3,50nodes_0p02density,std,22,0.693,0.000693,4864
3_unfolding,3,50nodes_0p02density,std,23,0.638,0.000638,4864
3_unfolding,3,50nodes_0p02density,std,24,0.744,0.000744,4864
