rewrite_id,rewrite_label,dataset,variant,run,source_file,relation,rule_src,rule_runtime_us,rule_num_tuples,rule_maxRSS_post,rule_runtime_ms
3,3_unfolding,data_5000nodes_0p1density,std,25,3_unfolding__data_5000nodes_0p1density__std__run25.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",3721858,2498908,329600,3721.858
3,3_unfolding,data_5000nodes_0p1density,std,25,3_unfolding__data_5000nodes_0p1density__std__run25.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2521386,0,329984,2521.386
3,3_unfolding,data_5000nodes_0p1density,std,25,3_unfolding__data_5000nodes_0p1density__std__run25.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2633049,0,330112,2633.049
3,3_unfolding,data_5000nodes_0p1density,std,25,3_unfolding__data_5000nodes_0p1density__std__run25.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2608506,0,330368,2608.506
3,3_unfolding,data_5000nodes_0p1density,std,25,3_unfolding__data_5000nodes_0p1density__std__run25.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2515924,0,330752,2515.924
3,3_unfolding,data_5000nodes_0p1density,std,25,3_unfolding__data_5000nodes_0p1density__std__run25.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2515546,0,331136,2515.546
3,3_unfolding,data_5000nodes_0p1density,std,25,3_unfolding__data_5000nodes_0p1density__std__run25.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2512890,0,331520,2512.89
3,3_unfolding,data_5000nodes_0p1density,std,25,3_unfolding__data_5000nodes_0p1density__std__run25.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2524763,0,331904,2524.763
3,3_unfolding,data_5000nodes_0p1density,std,25,3_unfolding__data_5000nodes_0p1density__std__run25.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2515291,0,332288,2515.291
3,3_unfolding,data_5000nodes_0p1density,std,25,3_unfolding__data_5000nodes_0p1density__std__run25.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2532168,0,332800,2532.168
3,3_unfolding,data_5000nodes_0p1density,std,25,3_unfolding__data_5000nodes_0p1density__std__run25.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2516722,0,333184,2516.722
3,3_unfolding,data_5000nodes_0p1density,std,25,3_unfolding__data_5000nodes_0p1density__std__run25.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2547912,0,333440,2547.912
3,3_unfolding,data_5000nodes_0p1density,std,25,3_unfolding__data_5000nodes_0p1density__std__run25.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2531409,0,333824,2531.409
3,3_unfolding,data_5000nodes_0p1density,std,26,3_unfolding__data_5000nodes_0p1density__std__run26.json,+disconnected0,"+disconnected0() :- 
   edge(_,_).",2,1,276096,0.002
3,3_unfolding,data_5000nodes_0p1density,std,26,3_unfolding__data_5000nodes_0p1density__std__run26.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",3782111,2498908,329600,3782.111
3,3_unfolding,data_5000nodes_0p1density,std,26,3_unfolding__data_5000nodes_0p1density__std__run26.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2556108,0,329856,2556.108
3,3_unfolding,data_5000nodes_0p1density,std,26,3_unfolding__data_5000nodes_0p1density__std__run26.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2556552,0,330240,2556.552
3,3_unfolding,data_5000nodes_0p1density,std,26,3_unfolding__data_5000nodes_0p1density__std__run26.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2527258,0,330624,2527.258
3,3_unfolding,data_5000nodes_0p1density,std,26,3_unfolding__data_5000nodes_0p1density__std__run26.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2503711,0,331008,2503.711
3,3_unfolding,data_5000nodes_0p1density,std,26,3_unfolding__data_5000nodes_0p1density__std__run26.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2505772,0,331520,2505.772
3,3_unfolding,data_5000nodes_0p1density,std,26,3_unfolding__data_5000nodes_0p1density__std__run26.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2536857,0,331776,2536.857
3,3_unfolding,data_5000nodes_0p1density,std,26,3_unfolding__data_5000nodes_0p1density__std__run26.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2532048,0,332160,2532.048
3,3_unfolding,data_5000nodes_0p1density,std,26,3_unfolding__data_5000nodes_0p1density__std__run26.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2547051,0,332544,2547.051
3,3_unfolding,data_5000nodes_0p1density,std,26,3_unfolding__data_5000nodes_0p1density__std__run26.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2521062,0,332800,2521.062
3,3_unfolding,data_5000nodes_0p1density,std,26,3_unfolding__data_5000nodes_0p1density__std__run26.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2538672,0,333312,2538.672
3,3_unfolding,data_5000nodes_0p1density,std,26,3_unfolding__data_5000nodes_0p1density__std__run26.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2498631,0,333568,2498.631
3,3_unfolding,data_5000nodes_0p1density,std,26,3_unfolding__data_5000nodes_0p1density__std__run26.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2550982,0,333952,2550.982
3,3_unfolding,data_5000nodes_0p1density,std,27,3_unfolding__data_5000nodes_0p1density__std__run27.json,+disconnected0,"+disconnected0() :- 
   edge(_,_).",2,1,275968,0.002
3,3_unfolding,data_5000nodes_0p1density,std,27,3_unfolding__data_5000nodes_0p1density__std__run27.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",3712458,2498908,329728,3712.458
3,3_unfolding,data_5000nodes_0p1density,std,27,3_unfolding__data_5000nodes_0p1density__std__run27.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2514188,0,330240,2514.188
3,3_unfolding,data_5000nodes_0p1density,std,27,3_unfolding__data_5000nodes_0p1density__std__run27.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2547158,0,330624,2547.158
3,3_unfolding,data_5000nodes_0p1density,std,27,3_unfolding__data_5000nodes_0p1density__std__run27.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2537660,0,331008,2537.66
3,3_unfolding,data_5000nodes_0p1density,std,27,3_unfolding__data_5000nodes_0p1density__std__run27.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2505221,0,331392,2505.221
3,3_unfolding,data_5000nodes_0p1density,std,27,3_unfolding__data_5000nodes_0p1density__std__run27.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2524913,0,331776,2524.913
3,3_unfolding,data_5000nodes_0p1density,std,27,3_unfolding__data_5000nodes_0p1density__std__run27.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2545712,0,332032,2545.712
3,3_unfolding,data_5000nodes_0p1density,std,27,3_unfolding__data_5000nodes_0p1density__std__run27.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2528878,0,332416,2528.878
3,3_unfolding,data_5000nodes_0p1density,std,27,3_unfolding__data_5000nodes_0p1density__std__run27.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2530033,0,332800,2530.033
3,3_unfolding,data_5000nodes_0p1density,std,27,3_unfolding__data_5000nodes_0p1density__std__run27.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2535477,0,333184,2535.477
3,3_unfolding,data_5000nodes_0p1density,std,27,3_unfolding__data_5000nodes_0p1density__std__run27.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2550248,0,333568,2550.248
3,3_unfolding,data_5000nodes_0p1density,std,27,3_unfolding__data_5000nodes_0p1density__std__run27.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2591961,0,333696,2591.961
3,3_unfolding,data_5000nodes_0p1density,std,27,3_unfolding__data_5000nodes_0p1density__std__run27.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2587675,0,333952,2587.675
3,3_unfolding,data_5000nodes_0p1density,std,28,3_unfolding__data_5000nodes_0p1density__std__run28.json,+disconnected0,"+disconnected0() :- 
   edge(_,_).",2,1,276224,0.002
3,3_unfolding,data_5000nodes_0p1density,std,28,3_unfolding__data_5000nodes_0p1density__std__run28.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",3701954,2498908,329856,3701.954
3,3_unfolding,data_5000nodes_0p1density,std,28,3_unfolding__data_5000nodes_0p1density__std__run28.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2521211,0,330240,2521.211
3,3_unfolding,data_5000nodes_0p1density,std,28,3_unfolding__data_5000nodes_0p1density__std__run28.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2517807,0,330624,2517.807
3,3_unfolding,data_5000nodes_0p1density,std,28,3_unfolding__data_5000nodes_0p1density__std__run28.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2474159,0,331008,2474.159
3,3_unfolding,data_5000nodes_0p1density,std,28,3_unfolding__data_5000nodes_0p1density__std__run28.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2500918,0,331392,2500.918
3,3_unfolding,data_5000nodes_0p1density,std,28,3_unfolding__data_5000nodes_0p1density__std__run28.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2566202,0,331648,2566.202
3,3_unfolding,data_5000nodes_0p1density,std,28,3_unfolding__data_5000nodes_0p1density__std__run28.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2544573,0,332032,2544.573
3,3_unfolding,data_5000nodes_0p1density,std,28,3_unfolding__data_5000nodes_0p1density__std__run28.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2536196,0,332544,2536.196
3,3_unfolding,data_5000nodes_0p1density,std,28,3_unfolding__data_5000nodes_0p1density__std__run28.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2520783,0,332928,2520.783
3,3_unfolding,data_5000nodes_0p1density,std,28,3_unfolding__data_5000nodes_0p1density__std__run28.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2595269,0,333312,2595.269
3,3_unfolding,data_5000nodes_0p1density,std,28,3_unfolding__data_5000nodes_0p1density__std__run28.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2557819,0,333696,2557.819
3,3_unfolding,data_5000nodes_0p1density,std,28,3_unfolding__data_5000nodes_0p1density__std__run28.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2550871,0,334080,2550.871
3,3_unfolding,data_5000nodes_0p1density,std,28,3_unfolding__data_5000nodes_0p1density__std__run28.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2556424,0,334464,2556.424
3,3_unfolding,data_5000nodes_0p1density,std,29,3_unfolding__data_5000nodes_0p1density__std__run29.json,+disconnected0,"+disconnected0() :- 
   edge(_,_).",3,1,276096,0.003
3,3_unfolding,data_5000nodes_0p1density,std,29,3_unfolding__data_5000nodes_0p1density__std__run29.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",3717471,2498908,329728,3717.471
3,3_unfolding,data_5000nodes_0p1density,std,29,3_unfolding__data_5000nodes_0p1density__std__run29.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2512766,0,330112,2512.766
3,3_unfolding,data_5000nodes_0p1density,std,29,3_unfolding__data_5000nodes_0p1density__std__run29.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2565543,0,330496,2565.543
3,3_unfolding,data_5000nodes_0p1density,std,29,3_unfolding__data_5000nodes_0p1density__std__run29.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2557630,0,330880,2557.63
3,3_unfolding,data_5000nodes_0p1density,std,29,3_unfolding__data_5000nodes_0p1density__std__run29.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2542406,0,331264,2542.406
3,3_unfolding,data_5000nodes_0p1density,std,29,3_unfolding__data_5000nodes_0p1density__std__run29.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2545777,0,331648,2545.777
3,3_unfolding,data_5000nodes_0p1density,std,29,3_unfolding__data_5000nodes_0p1density__std__run29.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2537649,0,332032,2537.649
3,3_unfolding,data_5000nodes_0p1density,std,29,3_unfolding__data_5000nodes_0p1density__std__run29.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2605751,0,332288,2605.751
3,3_unfolding,data_5000nodes_0p1density,std,29,3_unfolding__data_5000nodes_0p1density__std__run29.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2596206,0,332544,2596.206
3,3_unfolding,data_5000nodes_0p1density,std,29,3_unfolding__data_5000nodes_0p1density__std__run29.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2510524,0,332928,2510.524
3,3_unfolding,data_5000nodes_0p1density,std,29,3_unfolding__data_5000nodes_0p1density__std__run29.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2502534,0,333312,2502.534
3,3_unfolding,data_5000nodes_0p1density,std,29,3_unfolding__data_5000nodes_0p1density__std__run29.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2556429,0,333824,2556.429
3,3_unfolding,data_5000nodes_0p1density,std,29,3_unfolding__data_5000nodes_0p1density__std__run29.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2555367,0,334208,2555.367
3,3_unfolding,data_5000nodes_0p1density,std,3,3_unfolding__data_5000nodes_0p1density__std__run3.json,+disconnected0,"+disconnected0() :- 
   edge(_,_).",1,1,276096,0.001
3,3_unfolding,data_5000nodes_0p1density,std,3,3_unfolding__data_5000nodes_0p1density__std__run3.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",3738621,2498908,329728,3738.621
3,3_unfolding,data_5000nodes_0p1density,std,3,3_unfolding__data_5000nodes_0p1density__std__run3.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2576682,0,330112,2576.682
3,3_unfolding,data_5000nodes_0p1density,std,3,3_unfolding__data_5000nodes_0p1density__std__run3.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2566551,0,330496,2566.551
3,3_unfolding,data_5000nodes_0p1density,std,3,3_unfolding__data_5000nodes_0p1density__std__run3.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2547246,0,330880,2547.246
3,3_unfolding,data_5000nodes_0p1density,std,3,3_unfolding__data_5000nodes_0p1density__std__run3.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2540656,0,331136,2540.656
3,3_unfolding,data_5000nodes_0p1density,std,3,3_unfolding__data_5000nodes_0p1density__std__run3.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2502419,0,331520,2502.419
3,3_unfolding,data_5000nodes_0p1density,std,3,3_unfolding__data_5000nodes_0p1density__std__run3.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2525583,0,331904,2525.583
3,3_unfolding,data_5000nodes_0p1density,std,3,3_unfolding__data_5000nodes_0p1density__std__run3.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2500697,0,332288,2500.697
3,3_unfolding,data_5000nodes_0p1density,std,3,3_unfolding__data_5000nodes_0p1density__std__run3.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2523766,0,332544,2523.766
3,3_unfolding,data_5000nodes_0p1density,std,3,3_unfolding__data_5000nodes_0p1density__std__run3.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2520277,0,332928,2520.277
3,3_unfolding,data_5000nodes_0p1density,std,3,3_unfolding__data_5000nodes_0p1density__std__run3.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2517906,0,333440,2517.906
3,3_unfolding,data_5000nodes_0p1density,std,3,3_unfolding__data_5000nodes_0p1density__std__run3.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2529055,0,333824,2529.055
3,3_unfolding,data_5000nodes_0p1density,std,3,3_unfolding__data_5000nodes_0p1density__std__run3.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   y != x,
   z1 != x,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2526909,0,334080,2526.909
3,3_unfolding,data_5000nodes_0p1density,std,30,3_unfolding__data_5000nodes_0p1density__std__run30.json,+disconnected0,"+disconnected0() :- 
   edge(_,_).",1,1,276096,0.001
3,3_unfolding,data_5000nodes_0p1density,std,30,3_unfolding__data_5000nodes_0p1density__std__run30.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z),
   edge(z,x).",3765868,2498908,329600,3765.868
3,3_unfolding,data_5000nodes_0p1density,std,30,3_unfolding__data_5000nodes_0p1density__std__run30.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   y != z2.",2553232,0,329984,2553.232
3,3_unfolding,data_5000nodes_0p1density,std,30,3_unfolding__data_5000nodes_0p1density__std__run30.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   x != y,
   z2 != x.",2545463,0,330368,2545.463
3,3_unfolding,data_5000nodes_0p1density,std,30,3_unfolding__data_5000nodes_0p1density__std__run30.json,result_positive_rewritten,"result_positive_rewritten(x,y) :- 
   edge(x,y),
   edge(y,z1),
   x != z1,
   y != z1,
   edge(z2,x),
   +disconnected0(),
   y != z2,
   z2 != x,
   x != y.",2547307,0,330752,2547.307
