rewrite_id,rewrite_label,dataset,variant,run,source_file,program_runtime_us,program_runtime_ms,program_maxRSS_MB
7,7_original_unfolded,data_5000nodes_0p02density,noopt,3,7_original_unfolded__data_5000nodes_0p02density__noopt__run3.json,2574205,2574.205,60.25
7,7_original_unfolded,data_5000nodes_0p02density,noopt,4,7_original_unfolded__data_5000nodes_0p02density__noopt__run4.json,2557691,2557.691,60.375
7,7_original_unfolded,data_5000nodes_0p02density,noopt,5,7_original_unfolded__data_5000nodes_0p02density__noopt__run5.json,2574250,2574.25,60.25
7,7_original_unfolded,data_5000nodes_0p02density,noopt,6,7_original_unfolded__data_5000nodes_0p02density__noopt__run6.json,2564231,2564.231,60.375
7,7_original_unfolded,data_5000nodes_0p02density,noopt,7,7_original_unfolded__data_5000nodes_0p02density__noopt__run7.json,2517059,2517.059,60.25
7,7_original_unfolded,data_5000nodes_0p02density,noopt,8,7_original_unfolded__data_5000nodes_0p02density__noopt__run8.json,2539933,2539.933,60.375
7,7_original_unfolded,data_5000nodes_0p02density,noopt,9,7_original_unfolded__data_5000nodes_0p02density__noopt__run9.json,2610430,2610.43,60.125
7,7_original_unfolded,data_5000nodes_0p02density,noopt,10,7_original_unfolded__data_5000nodes_0p02density__noopt__run10.json,2559504,2559.504,60.25
7,7_original_unfolded,data_5000nodes_0p02density,noopt,11,7_original_unfolded__data_5000nodes_0p02density__noopt__run11.json,2533117,2533.117,60.25
7,7_original_unfolded,data_5000nodes_0p02density,noopt,12,7_original_unfolded__data_5000nodes_0p02density__noopt__run12.json,2610777,2610.777,60.375
7,7_original_unfolded,data_5000nodes_0p02density,noopt,13,7_original_unfolded__data_5000nodes_0p02density__noopt__run13.json,2581295,2581.295,60.25
7,7_original_unfolded,data_5000nodes_0p02density,noopt,14,7_original_unfolded__data_5000nodes_0p02density__noopt__run14.json,2560178,2560.178,60.5
7,7_original_unfolded,data_5000nodes_0p02density,noopt,15,7_original_unfolded__data_5000nodes_0p02density__noopt__run15.json,2574200,2574.2,60.25
7,7_original_unfolded,data_5000nodes_0p02density,noopt,16,7_original_unfolded__data_5000nodes_0p02density__noopt__run16.json,2583131,2583.131,60.375
7,7_original_unfolded,data_5000nodes_0p02density,noopt,17,7_original_unfolded__data_5000nodes_0p02density__noopt__run17.json,2554490,2554.49,60.375
7,7_original_unfolded,data_5000nodes_0p02density,noopt,18,7_original_unfolded__data_5000nodes_0p02density__noopt__run18.json,2587214,2587.214,60.375
7,7_original_unfolded,data_5000nodes_0p02density,noopt,19,7_original_unfolded__data_5000nodes_0p02density__noopt__run19.json,2558538,2558.538,60.5
7,7_original_unfolded,data_5000nodes_0p02density,noopt,20,7_original_unfolded__data_5000nodes_0p02density__noopt__run20.json,2558154,2558.154,60.375
7,7_original_unfolded,data_5000nodes_0p02density,noopt,21,7_original_unfolded__data_5000nodes_0p02density__noopt__run21.json,2641143,2641.143,60.0
7,7_original_unfolded,data_5000nodes_0p02density,noopt,22,7_original_unfolded__data_5000nodes_0p02density__noopt__run22.json,2591098,2591.098,60.375
7,7_original_unfolded,data_5000nodes_0p02density,noopt,23,7_original_unfolded__data_5000nodes_0p02density__noopt__run23.json,2522623,2522.623,60.375
7,7_original_unfolded,data_5000nodes_0p02density,noopt,24,7_original_unfolded__data_5000nodes_0p02density__noopt__run24.json,2554411,2554.411,60.375
7,7_original_unfolded,data_5000nodes_0p02density,noopt,25,7_original_unfolded__data_5000nodes_0p02density__noopt__run25.json,2531828,2531.828,60.5
7,7_original_unfolded,data_5000nodes_0p02density,noopt,26,7_original_unfolded__data_5000nodes_0p02density__noopt__run26.json,2526903,2526.903,60.5
7,7_original_unfolded,data_5000nodes_0p02density,noopt,27,7_original_unfolded__data_5000nodes_0p02density__noopt__run27.json,2521436,2521.436,60.375
7,7_original_unfolded,data_5000nodes_0p02density,noopt,28,7_original_unfolded__data_5000nodes_0p02density__noopt__run28.json,2557540,2557.54,60.375
7,7_original_unfolded,data_5000nodes_0p02density,noopt,29,7_original_unfolded__data_5000nodes_0p02density__noopt__run29.json,2552260,2552.26,60.25
7,7_original_unfolded,data_5000nodes_0p02density,noopt,30,7_original_unfolded__data_5000nodes_0p02density__noopt__run30.json,2563352,2563.352,60.375
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,1,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run1.json,2704402,2704.402,83.75
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,2,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run2.json,3019681,3019.681,83.875
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,3,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run3.json,2751505,2751.505,83.625
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,4,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run4.json,2725594,2725.594,84.0
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,5,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run5.json,2713188,2713.188,83.875
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,6,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run6.json,2837386,2837.386,83.875
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,7,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run7.json,2906599,2906.599,83.625
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,8,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run8.json,2826498,2826.498,83.875
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,9,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run9.json,2867496,2867.496,84.0
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,10,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run10.json,2807605,2807.605,84.125
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,11,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run11.json,2766300,2766.3,83.625
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,12,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run12.json,2817952,2817.952,83.375
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,13,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run13.json,2806384,2806.384,83.875
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,14,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run14.json,2712234,2712.234,83.75
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,15,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run15.json,2691148,2691.148,84.125
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,16,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run16.json,2720832,2720.832,83.75
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,17,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run17.json,2779809,2779.809,83.625
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,18,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run18.json,2816760,2816.76,83.625
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,19,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run19.json,2747448,2747.448,83.875
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,20,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run20.json,2735845,2735.845,83.875
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,21,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run21.json,2726755,2726.755,83.875
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,22,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run22.json,2725097,2725.097,84.125
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,23,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run23.json,2767564,2767.564,83.875
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,24,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run24.json,2715504,2715.504,84.125
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,25,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run25.json,2706275,2706.275,84.0
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,26,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run26.json,2699116,2699.116,83.875
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,27,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run27.json,2691165,2691.165,84.0
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,28,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run28.json,2691486,2691.486,83.875
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,29,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run29.json,2844364,2844.364,83.75
0,0_origineel_programma_bounded_negation_voor_herschrijving,data_5000nodes_0p02density,std,30,0_origineel_programma_bounded_negation_voor_herschrijving__data_5000nodes_0p02density__std__run30.json,2766422,2766.422,83.625
3,3_unfolding,data_5000nodes_0p02density,std,1,3_unfolding__data_5000nodes_0p02density__std__run1.json,6423003,6423.003,61.875
3,3_unfolding,data_5000nodes_0p02density,std,2,3_unfolding__data_5000nodes_0p02density__std__run2.json,6590734,6590.734,61.875
3,3_unfolding,data_5000nodes_0p02density,std,3,3_unfolding__data_5000nodes_0p02density__std__run3.json,6613099,6613.099,61.75
3,3_unfolding,data_5000nodes_0p02density,std,4,3_unfolding__data_5000nodes_0p02density__std__run4.json,6759878,6759.878,62.25
3,3_unfolding,data_5000nodes_0p02density,std,5,3_unfolding__data_5000nodes_0p02density__std__run5.json,6534220,6534.22,62.25
3,3_unfolding,data_5000nodes_0p02density,std,6,3_unfolding__data_5000nodes_0p02density__std__run6.json,6510051,6510.051,62.25
3,3_unfolding,data_5000nodes_0p02density,std,7,3_unfolding__data_5000nodes_0p02density__std__run7.json,6472592,6472.592,62.0
3,3_unfolding,data_5000nodes_0p02density,std,8,3_unfolding__data_5000nodes_0p02density__std__run8.json,6517064,6517.064,62.0
3,3_unfolding,data_5000nodes_0p02density,std,9,3_unfolding__data_5000nodes_0p02density__std__run9.json,6495213,6495.213,62.0
3,3_unfolding,data_5000nodes_0p02density,std,10,3_unfolding__data_5000nodes_0p02density__std__run10.json,6456074,6456.074,62.25
3,3_unfolding,data_5000nodes_0p02density,std,11,3_unfolding__data_5000nodes_0p02density__std__run11.json,6439527,6439.527,62.125
3,3_unfolding,data_5000nodes_0p02density,std,12,3_unfolding__data_5000nodes_0p02density__std__run12.json,6387086,6387.086,62.125
3,3_unfolding,data_5000nodes_0p02density,std,13,3_unfolding__data_5000nodes_0p02density__std__run13.json,6563368,6563.368,62.125
3,3_unfolding,data_5000nodes_0p02density,std,14,3_unfolding__data_5000nodes_0p02density__std__run14.json,6574726,6574.726,62.125
3,3_unfolding,data_5000nodes_0p02density,std,15,3_unfolding__data_5000nodes_0p02density__std__run15.json,6498965,6498.965,62.125
3,3_unfolding,data_5000nodes_0p02density,std,16,3_unfolding__data_5000nodes_0p02density__std__run16.json,6434413,6434.413,62.25
3,3_unfolding,data_5000nodes_0p02density,std,17,3_unfolding__data_5000nodes_0p02density__std__run17.json,6322072,6322.072,62.25
3,3_unfolding,data_5000nodes_0p02density,std,18,3_unfolding__data_5000nodes_0p02density__std__run18.json,6555482,6555.482,61.5
3,3_unfolding,data_5000nodes_0p02density,std,19,3_unfolding__data_5000nodes_0p02density__std__run19.json,6515482,6515.482,61.875
3,3_unfolding,data_5000nodes_0p02density,std,20,3_unfolding__data_5000nodes_0p02density__std__run20.json,6543661,6543.661,61.875
3,3_unfolding,data_5000nodes_0p02density,std,21,3_unfolding__data_5000nodes_0p02density__std__run21.json,6455630,6455.63,62.125
3,3_unfolding,data_5000nodes_0p02density,std,22,3_unfolding__data_5000nodes_0p02density__std__run22.json,6493867,6493.867,62.0
3,3_unfolding,data_5000nodes_0p02density,std,23,3_unfolding__data_5000nodes_0p02density__std__run23.json,6516483,6516.483,62.0
3,3_unfolding,data_5000nodes_0p02density,std,24,3_unfolding__data_5000nodes_0p02density__std__run24.json,6381732,6381.732,62.125
3,3_unfolding,data_5000nodes_0p02density,std,25,3_unfolding__data_5000nodes_0p02density__std__run25.json,6429942,6429.942,62.0
3,3_unfolding,data_5000nodes_0p02density,std,26,3_unfolding__data_5000nodes_0p02density__std__run26.json,6510888,6510.888,62.125
3,3_unfolding,data_5000nodes_0p02density,std,27,3_unfolding__data_5000nodes_0p02density__std__run27.json,6375769,6375.769,62.125
3,3_unfolding,data_5000nodes_0p02density,std,28,3_unfolding__data_5000nodes_0p02density__std__run28.json,6587974,6587.974,61.875
3,3_unfolding,data_5000nodes_0p02density,std,29,3_unfolding__data_5000nodes_0p02density__std__run29.json,6496796,6496.796,62.125
3,3_unfolding,data_5000nodes_0p02density,std,30,3_unfolding__data_5000nodes_0p02density__std__run30.json,6473785,6473.785,62.125
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,1,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run1.json,6470292,6470.292,62.25
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,2,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run2.json,6425458,6425.458,62.25
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,3,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run3.json,6676498,6676.498,61.875
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run4.json,6592182,6592.182,62.0
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,5,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run5.json,6648523,6648.523,61.875
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,6,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run6.json,6424417,6424.417,62.25
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,7,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run7.json,6439824,6439.824,62.125
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,8,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run8.json,6427173,6427.173,62.125
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,9,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run9.json,6493624,6493.624,62.125
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,10,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run10.json,6448183,6448.183,62.125
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,11,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run11.json,6592366,6592.366,61.75
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,12,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run12.json,6527841,6527.841,62.125
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,13,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run13.json,6515108,6515.108,62.0
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,14,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run14.json,6440893,6440.893,62.375
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,15,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run15.json,6605367,6605.367,61.75
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,16,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run16.json,6500690,6500.69,62.25
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,17,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run17.json,6457968,6457.968,62.0
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,18,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run18.json,6530137,6530.137,62.0
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,19,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run19.json,6619261,6619.261,62.0
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,20,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run20.json,6600350,6600.35,61.75
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,21,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run21.json,6487191,6487.191,61.75
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,22,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run22.json,6418723,6418.723,61.875
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,23,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run23.json,6497947,6497.947,62.0
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,24,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run24.json,6610488,6610.488,61.625
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,25,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run25.json,6497146,6497.146,62.0
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,26,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run26.json,6451041,6451.041,62.25
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,27,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run27.json,6424822,6424.822,62.0
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,28,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run28.json,6580616,6580.616,62.125
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,29,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run29.json,6579718,6579.718,61.875
4,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald,data_5000nodes_0p02density,std,30,4_overbodige_regels_en_conflicten_in_inequalities_weggehaald__data_5000nodes_0p02density__std__run30.json,6457358,6457.358,62.0
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,1,5_adoms_weggehaald__data_5000nodes_0p02density__std__run1.json,6384148,6384.148,61.875
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,2,5_adoms_weggehaald__data_5000nodes_0p02density__std__run2.json,6517630,6517.63,61.75
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,3,5_adoms_weggehaald__data_5000nodes_0p02density__std__run3.json,6665222,6665.222,62.375
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,4,5_adoms_weggehaald__data_5000nodes_0p02density__std__run4.json,6620200,6620.2,61.5
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,5,5_adoms_weggehaald__data_5000nodes_0p02density__std__run5.json,6714377,6714.377,61.625
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,6,5_adoms_weggehaald__data_5000nodes_0p02density__std__run6.json,6492465,6492.465,62.0
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,7,5_adoms_weggehaald__data_5000nodes_0p02density__std__run7.json,6416707,6416.707,62.0
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,8,5_adoms_weggehaald__data_5000nodes_0p02density__std__run8.json,6546929,6546.929,61.875
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,9,5_adoms_weggehaald__data_5000nodes_0p02density__std__run9.json,6665891,6665.891,62.125
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,10,5_adoms_weggehaald__data_5000nodes_0p02density__std__run10.json,6443576,6443.576,62.125
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,11,5_adoms_weggehaald__data_5000nodes_0p02density__std__run11.json,6340455,6340.455,62.125
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,12,5_adoms_weggehaald__data_5000nodes_0p02density__std__run12.json,6350253,6350.253,62.25
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,13,5_adoms_weggehaald__data_5000nodes_0p02density__std__run13.json,6463415,6463.415,61.75
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,14,5_adoms_weggehaald__data_5000nodes_0p02density__std__run14.json,6449517,6449.517,62.0
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,15,5_adoms_weggehaald__data_5000nodes_0p02density__std__run15.json,6411222,6411.222,62.0
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,16,5_adoms_weggehaald__data_5000nodes_0p02density__std__run16.json,6382838,6382.838,62.125
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,17,5_adoms_weggehaald__data_5000nodes_0p02density__std__run17.json,6413758,6413.758,62.375
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,18,5_adoms_weggehaald__data_5000nodes_0p02density__std__run18.json,6485453,6485.453,61.875
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,19,5_adoms_weggehaald__data_5000nodes_0p02density__std__run19.json,6475097,6475.097,61.875
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,20,5_adoms_weggehaald__data_5000nodes_0p02density__std__run20.json,6376832,6376.832,62.125
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,21,5_adoms_weggehaald__data_5000nodes_0p02density__std__run21.json,6466847,6466.847,62.125
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,22,5_adoms_weggehaald__data_5000nodes_0p02density__std__run22.json,6562213,6562.213,62.125
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,23,5_adoms_weggehaald__data_5000nodes_0p02density__std__run23.json,6460737,6460.737,62.0
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,24,5_adoms_weggehaald__data_5000nodes_0p02density__std__run24.json,6445635,6445.635,62.0
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,25,5_adoms_weggehaald__data_5000nodes_0p02density__std__run25.json,6561680,6561.68,62.0
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,26,5_adoms_weggehaald__data_5000nodes_0p02density__std__run26.json,6677976,6677.976,61.875
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,27,5_adoms_weggehaald__data_5000nodes_0p02density__std__run27.json,6560867,6560.867,62.0
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,28,5_adoms_weggehaald__data_5000nodes_0p02density__std__run28.json,6434059,6434.059,62.125
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,29,5_adoms_weggehaald__data_5000nodes_0p02density__std__run29.json,6444402,6444.402,62.25
5,5_adoms_weggehaald,data_5000nodes_0p02density,std,30,5_adoms_weggehaald__data_5000nodes_0p02density__std__run30.json,6475554,6475.554,62.125
6,6_laatste_optimalisaties,data_5000nodes_0p02density,std,1,6_laatste_optimalisaties__data_5000nodes_0p02density__std__run1.json,7434226,7434.226,60.5
6,6_laatste_optimalisaties,data_5000nodes_0p02density,std,2,6_laatste_optimalisaties__data_5000nodes_0p02density__std__run2.json,7276173,7276.173,60.625
6,6_laatste_optimalisaties,data_5000nodes_0p02density,std,3,6_laatste_optimalisaties__data_5000nodes_0p02density__std__run3.json,7099774,7099.774,60.75
6,6_laatste_optimalisaties,data_5000nodes_0p02density,std,4,6_laatste_optimalisaties__data_5000nodes_0p02density__std__run4.json,7162205,7162.205,60.75
6,6_laatste_optimalisaties,data_5000nodes_0p02density,std,5,6_laatste_optimalisaties__data_5000nodes_0p02density__std__run5.json,7196776,7196.776,60.5
6,6_laatste_optimalisaties,data_5000nodes_0p02density,std,6,6_laatste_optimalisaties__data_5000nodes_0p02density__std__run6.json,7489946,7489.946,60.5
6,6_laatste_optimalisaties,data_5000nodes_0p02density,std,7,6_laatste_optimalisaties__data_5000nodes_0p02density__std__run7.json,7300602,7300.602,60.5
6,6_laatste_optimalisaties,data_5000nodes_0p02density,std,8,6_laatste_optimalisaties__data_5000nodes_0p02density__std__run8.json,7202002,7202.002,60.5
6,6_laatste_optimalisaties,data_5000nodes_0p02density,std,9,6_laatste_optimalisaties__data_5000nodes_0p02density__std__run9.json,7318232,7318.232,60.75
6,6_laatste_optimalisaties,data_5000nodes_0p02density,std,10,6_laatste_optimalisaties__data_5000nodes_0p02density__std__run10.json,7301551,7301.551,60.25
6,6_laatste_optimalisaties,data_5000nodes_0p02density,std,11,6_laatste_optimalisaties__data_5000nodes_0p02density__std__run11.json,7118505,7118.505,60.5
6,6_laatste_optimalisaties,data_5000nodes_0p02density,std,12,6_laatste_optimalisaties__data_5000nodes_0p02density__std__run12.json,7249701,7249.701,60.625
6,6_laatste_optimalisaties,data_5000nodes_0p02density,std,13,6_laatste_optimalisaties__data_5000nodes_0p02density__std__run13.json,7057645,7057.645,60.5
6,6_laatste_optimalisaties,data_5000nodes_0p02density,std,14,6_laatste_optimalisaties__data_5000nodes_0p02density__std__run14.json,7271823,7271.823,60.625
6,6_laatste_optimalisaties,data_5000nodes_0p02density,std,15,6_laatste_optimalisaties__data_5000nodes_0p02density__std__run15.json,7312254,7312.254,60.5
